REGION,TIMESLICE,TECHNOLOGY,MODE_OF_OPERATION,YEAR,VALUE
RD,All,DIST_BIM,1,2039,29.394046393892104
RD,All,DIST_BIM,1,2040,28.7113277293854
RD,All,DIST_BIM,1,2041,27.956275183109305
RD,All,DIST_BIM,1,2042,27.2022809468332
RD,All,DIST_BIM,1,2043,26.447228400557
RD,All,DIST_BIM,1,2044,25.692175854280904
RD,All,DIST_BIM,1,2045,24.9371233080047
RD,All,DIST_BIM,1,2046,24.1831290717286
RD,All,DIST_BIM,1,2047,23.4280765254525
RD,All,DIST_BIM,1,2048,22.6730239791763
RD,All,DIST_BIM,1,2049,21.9179714329002
RD,All,DIST_BIM,1,2050,21.163977196624
RD,All,DIST_BGS,1,2018,27.50591028864001
RD,All,DIST_BGS,1,2019,22.591999999999995
RD,All,DIST_BGS,1,2020,17.40799999999999
RD,All,DIST_BGS,1,2021,13.365491630475098
RD,All,DIST_BGS,1,2022,11.324396898240211
RD,All,DIST_BGS,1,2023,13.737930629508677
RD,All,DIST_CRU,1,2018,240.73350184586627
RD,All,DIST_CRU,1,2019,265.1461866147813
RD,All,DIST_CRU,1,2020,253.845923342982
RD,All,DIST_CRU,1,2021,267.2842256389491
RD,All,DIST_CRU,1,2022,294.31644283636274
RD,All,DIST_CRU,1,2023,290.68043081130446
RD,All,DIST_CRU,1,2024,317.2861934948604
RD,All,DIST_CRU,1,2025,322.1008640518336
RD,All,DIST_CRU,1,2026,331.2466271751485
RD,All,DIST_CRU,1,2027,340.061805857147
RD,All,DIST_CRU,1,2028,349.6151949371517
RD,All,DIST_CRU,1,2029,359.4516395300119
RD,All,DIST_CRU,1,2030,369.55833362602255
RD,All,DIST_CRU,1,2031,382.9242619340381
RD,All,DIST_CRU,1,2032,398.6990303091279
RD,All,DIST_CRU,1,2033,412.57192185902176
RD,All,DIST_CRU,1,2034,426.71600215324656
RD,All,DIST_CRU,1,2035,441.0862854044118
RD,All,DIST_CRU,1,2036,455.6632172387049
RD,All,DIST_CRU,1,2037,470.4391641419356
RD,All,DIST_CRU,1,2038,485.3969823105165
RD,All,DIST_CRU,1,2039,500.5188062427934
RD,All,DIST_CRU,1,2040,515.7985301699969
RD,All,DIST_CRU,1,2041,531.2708033854635
RD,All,DIST_CRU,1,2042,547.0167918127712
RD,All,DIST_CRU,1,2043,562.0476862551906
RD,All,DIST_CRU,1,2044,577.0989935132097
RD,All,DIST_CRU,1,2045,592.1873541417647
RD,All,DIST_CRU,1,2046,607.3159621020036
RD,All,DIST_CRU,1,2047,622.4376777160146
RD,All,DIST_CRU,1,2048,637.8285022992727
RD,All,DIST_CRU,1,2049,658.1083948262049
RD,All,DIST_CRU,1,2050,673.5100933972398
RD,All,DIST_NGS,1,2018,25.11108840309872
RD,All,DIST_NGS,1,2019,25.01039916885597
RD,All,DIST_NGS,1,2020,28.174991492215767
RD,All,DIST_NGS,1,2021,35.78026601339931
RD,All,DIST_NGS,1,2022,34.02343948911479
RD,All,DIST_NGS,1,2023,33.42471533377876
RD,All,DIST_NGS,1,2024,47.1580919630783
RD,All,DIST_NGS,1,2025,48.40863278755463
RD,All,DIST_NGS,1,2026,49.8741477123749
RD,All,DIST_NGS,1,2027,51.34074588734034
RD,All,DIST_NGS,1,2028,52.81094279008599
RD,All,DIST_NGS,1,2029,54.27906384179539
RD,All,DIST_NGS,1,2030,55.74708833762864
RD,All,DIST_NGS,1,2031,57.196611838661
RD,All,DIST_NGS,1,2032,58.64613533969336
RD,All,DIST_NGS,1,2033,60.09555884072572
RD,All,DIST_NGS,1,2034,61.54508234175808
RD,All,DIST_NGS,1,2035,62.99460584279045
RD,All,DIST_NGS,1,2036,64.4441293438228
RD,All,DIST_NGS,1,2037,65.89365284485515
RD,All,DIST_NGS,1,2038,67.34317634588751
RD,All,DIST_NGS,1,2039,68.79269984691987
RD,All,DIST_NGS,1,2040,70.24212334795224
RD,All,DIST_NGS,1,2041,71.64609757003167
RD,All,DIST_NGS,1,2042,73.0500717921111
RD,All,DIST_NGS,1,2043,74.45404601419052
RD,All,DIST_NGS,1,2044,75.87834914623411
RD,All,DIST_NGS,1,2045,77.30240681272214
RD,All,DIST_NGS,1,2046,78.7268917632245
RD,All,DIST_NGS,1,2047,80.15147106709604
RD,All,DIST_NGS,1,2048,81.57568175426508
RD,All,DIST_NGS,1,2049,82.99982607068142
RD,All,DIST_NGS,1,2050,84.42455835096874
RD,All,DIST_COK,1,2018,7.9674804
RD,All,DIST_COK,1,2019,16.8890353278968
RD,All,DIST_COK,1,2020,16.5040878997069
RD,All,DIST_COK,1,2021,18.638084577554896
RD,All,DIST_COK,1,2022,18.790937415285
RD,All,DIST_COK,1,2023,18.7357757610984
RD,All,DIST_COK,1,2024,19.422374538544
RD,All,DIST_COK,1,2025,20.1124201425002
RD,All,DIST_COK,1,2026,20.7891261159122
RD,All,DIST_COK,1,2027,21.465832089324095
RD,All,DIST_COK,1,2028,22.1425380627361
RD,All,DIST_COK,1,2029,22.819244036148
RD,All,DIST_COK,1,2030,23.49595000956
RD,All,DIST_COK,1,2031,24.1093276582932
RD,All,DIST_COK,1,2032,24.7227053070264
RD,All,DIST_COK,1,2033,25.3360829557596
RD,All,DIST_COK,1,2034,25.9494606044928
RD,All,DIST_COK,1,2035,26.562838253226
RD,All,DIST_COK,1,2036,27.1762159019592
RD,All,DIST_COK,1,2037,27.7895935506925
RD,All,DIST_COK,1,2038,28.4029711994257
RD,All,DIST_COK,1,2039,29.016348848158895
RD,All,DIST_COK,1,2040,29.6297264968921
RD,All,DIST_COK,1,2041,30.086582320277095
RD,All,DIST_COK,1,2042,30.543438143662
RD,All,DIST_COK,1,2043,31.000293967047
RD,All,DIST_COK,1,2044,31.457149790432
RD,All,DIST_COK,1,2045,31.9140056138169
RD,All,DIST_COK,1,2046,32.3708614372019
RD,All,DIST_COK,1,2047,32.8277172605868
RD,All,DIST_COK,1,2048,33.2845730839718
RD,All,DIST_COK,1,2049,33.7414289073568
RD,All,DIST_COK,1,2050,34.1982847307417
RD,All,DIST_KER,1,2018,23.4833132997724
RD,All,DIST_KER,1,2019,22.417159683770095
RD,All,DIST_KER,1,2020,9.450214068378923
RD,All,DIST_KER,1,2021,15.970634855454191
RD,All,DIST_KER,1,2022,22.50563134910712
RD,All,DIST_KER,1,2023,23.032832017074
RD,All,DIST_KER,1,2024,23.902881320322827
RD,All,DIST_KER,1,2025,24.77825701080481
RD,All,DIST_KER,1,2026,25.608806254632903
RD,All,DIST_KER,1,2027,26.453663452508287
RD,All,DIST_KER,1,2028,27.35088823147418
RD,All,DIST_KER,1,2029,28.217905863883868
RD,All,DIST_KER,1,2030,29.083518444846856
RD,All,DIST_KER,1,2031,29.868791222273437
RD,All,DIST_KER,1,2032,30.654063999700007
RD,All,DIST_KER,1,2033,31.439336777126588
RD,All,DIST_KER,1,2034,32.22460955455317
RD,All,DIST_KER,1,2035,33.009882331979746
RD,All,DIST_KER,1,2036,33.79515510940632
RD,All,DIST_KER,1,2037,34.58042788683291
RD,All,DIST_KER,1,2038,35.36570066425948
RD,All,DIST_KER,1,2039,36.150973441686055
RD,All,DIST_KER,1,2040,36.93624621911263
RD,All,DIST_KER,1,2041,37.52455297955408
RD,All,DIST_KER,1,2042,38.11285973999553
RD,All,DIST_KER,1,2043,38.70116650043708
RD,All,DIST_KER,1,2044,39.28947326087852
RD,All,DIST_KER,1,2045,39.87778002131997
RD,All,DIST_KER,1,2046,40.466086781761405
RD,All,DIST_KER,1,2047,41.05439354220286
RD,All,DIST_KER,1,2048,41.642700302644414
RD,All,DIST_KER,1,2049,42.231007063085855
RD,All,DIST_KER,1,2050,42.819313823527295
RD,All,DIST_COA,1,2018,105.04054647
RD,All,DIST_COA,1,2019,125.22022458327808
RD,All,DIST_COA,1,2020,210.41722565109757
RD,All,DIST_COA,1,2021,142.65296168803863
RD,All,DIST_COA,1,2022,151.26318024803865
RD,All,DIST_COA,1,2023,154.67756463044776
RD,All,DIST_COA,1,2024,159.81629213387248
RD,All,DIST_COA,1,2025,159.9517829233567
RD,All,DIST_COA,1,2026,160.08465446990462
RD,All,DIST_COA,1,2027,160.21752601645255
RD,All,DIST_COA,1,2028,160.35039756300048
RD,All,DIST_COA,1,2029,160.48326910954844
RD,All,DIST_COA,1,2030,160.61614065609638
RD,All,DIST_COA,1,2031,160.73657765533576
RD,All,DIST_COA,1,2032,160.85701465457518
RD,All,DIST_COA,1,2033,160.9774516538146
RD,All,DIST_COA,1,2034,161.097888653054
RD,All,DIST_COA,1,2035,161.2183256522934
RD,All,DIST_COA,1,2036,161.33876265153282
RD,All,DIST_COA,1,2037,161.45919965077223
RD,All,DIST_COA,1,2038,161.57963665001162
RD,All,DIST_COA,1,2039,161.70007364925104
RD,All,DIST_COA,1,2040,161.82051064849043
RD,All,DIST_COA,1,2041,161.91021451130183
RD,All,DIST_COA,1,2042,161.9999183741132
RD,All,DIST_COA,1,2043,162.08962223692458
RD,All,DIST_COA,1,2044,162.179326099736
RD,All,DIST_COA,1,2045,162.26902996254736
RD,All,DIST_COA,1,2046,162.35873382535874
RD,All,DIST_COA,1,2047,162.44843768817017
RD,All,DIST_COA,1,2048,162.53814155098152
RD,All,DIST_COA,1,2049,162.6278454137929
RD,All,DIST_COA,1,2050,162.71754927660427
RD,All,IMP_ELE,1,2018,0.000594
RD,All,IMP_ELE,1,2019,0.000594
RD,All,IMP_ELE,1,2020,0.000648
RD,All,IMP_ELE,1,2021,0.000702
RD,All,IMP_ELE,1,2022,0.000756
RD,All,IMP_ELE,1,2023,0.000756
RD,All,IMP_ELE,1,2024,0.00081
RD,All,IMP_ELE,1,2025,2.376279769492067
RD,All,IMP_ELE,1,2026,2.499756569090846
RD,All,IMP_ELE,1,2027,2.8710145473695543
RD,All,IMP_ELE,1,2028,3.0502145804434457
RD,All,IMP_ELE,1,2029,3.2384654251389646
RD,All,IMP_ELE,1,2030,3.4373561890492206
RD,All,IMP_ELE,1,2031,3.6446039050643977
RD,All,IMP_ELE,1,2032,3.8619295166286034
RD,All,IMP_ELE,1,2033,4.089193158156982
RD,All,IMP_ELE,1,2034,4.315269464403497
RD,All,IMP_ELE,1,2035,4.552127136743216
RD,All,IMP_ELE,1,2036,4.799672309030781
RD,All,IMP_ELE,1,2037,5.05769206295406
RD,All,IMP_ELE,1,2038,5.325917885564221
RD,All,IMP_ELE,1,2039,5.605648922273437
RD,All,IMP_ELE,1,2040,5.89542963930196
RD,All,IMP_ELE,1,2041,5.753757864587577
RD,All,IMP_ELE,1,2042,5.719034954480296
RD,All,IMP_ELE,1,2043,6.032641529820798
RD,All,IMP_ELE,1,2044,6.344932225555562
RD,All,IMP_ELE,1,2045,6.669170357562718
RD,All,IMP_ELE,1,2046,7.002242410250905
RD,All,IMP_ELE,1,2047,7.3461295482078945
RD,All,IMP_ELE,1,2048,7.605597484982086
RD,All,IMP_ELE,1,2049,6.618378800645169
RD,All,IMP_ELE,1,2050,6.826322364301068
RD,All,PPHDAM,1,2018,6.2139
RD,All,PPHDAM,1,2019,3.4668
RD,All,PPHDAM,1,2020,4.5335
RD,All,PPHDAM,1,2021,5.2779
RD,All,PPHDAM,1,2022,5.1403
RD,All,PPHDAM,1,2023,4.0784
RD,All,PPHDAM,1,2024,3.8524
RD,All,PPHDAM,1,2025,3.8524
RD,All,PPHDAM,1,2026,3.9094
RD,All,PPHDAM,1,2027,3.9664
RD,All,PPHDAM,1,2028,4.0234
RD,All,PPHDAM,1,2029,4.0804
RD,All,PPHDAM,1,2030,4.1374
RD,All,PPHDAM,1,2031,4.1944
RD,All,PPHDAM,1,2032,4.2514
RD,All,PPHDAM,1,2033,4.3084
RD,All,PPHDAM,1,2034,4.3654
RD,All,PPHDAM,1,2035,4.4224
RD,All,PPHDAM,1,2036,4.4794
RD,All,PPHDAM,1,2037,4.5364
RD,All,PPHDAM,1,2038,4.5934
RD,All,PPHDAM,1,2039,4.6504
RD,All,PPHDAM,1,2040,4.7074
RD,All,PPHDAM,1,2041,4.7644
RD,All,PPHDAM,1,2042,4.8215
RD,All,PPHDAM,1,2043,4.8785
RD,All,PPHDAM,1,2044,4.9355
RD,All,PPHDAM,1,2045,4.9925
RD,All,PPHDAM,1,2046,5.0495
RD,All,PPHDAM,1,2047,5.1065
RD,All,PPHDAM,1,2048,5.1635
RD,All,PPHDAM,1,2049,5.2205
RD,All,PPHDAM,1,2050,5.2775
RD,All,PPWNDON,1,2018,1.72217687616
RD,All,PPWNDON,1,2019,2.7835
RD,All,PPWNDON,1,2020,3.8843
RD,All,PPWNDON,1,2021,4.343
RD,All,PPWNDON,1,2022,4.1454
RD,All,PPWNDON,1,2023,3.9831
RD,All,PPWNDON,1,2024,2.8869
RD,All,PPWNDON,1,2025,3.1959
RD,All,PPWNDON,1,2026,3.814
RD,All,PPWNDON,1,2027,4.4321
RD,All,PPWNDON,1,2028,6.8376
RD,All,PPWNDON,1,2029,6.8309
RD,All,PPWNDON,1,2030,11.6486
RD,All,PPWNDON,1,2031,12.6671
RD,All,PPWNDON,1,2032,13.6855
RD,All,PPWNDON,1,2033,14.704
RD,All,PPWNDON,1,2034,15.7224
RD,All,PPWNDON,1,2035,16.7409
RD,All,PPWNDON,1,2036,17.7594
RD,All,PPWNDON,1,2037,18.7778
RD,All,PPWNDON,1,2038,19.7963
RD,All,PPWNDON,1,2039,20.8147
RD,All,PPWNDON,1,2040,21.8332
RD,All,PPWNDON,1,2041,22.8516
RD,All,PPWNDON,1,2042,23.8701
RD,All,PPWNDON,1,2043,24.8885
RD,All,PPWNDON,1,2044,25.907
RD,All,PPWNDON,1,2045,26.9255
RD,All,PPWNDON,1,2046,27.9439
RD,All,PPWNDON,1,2047,28.9624
RD,All,PPWNDON,1,2048,29.9808
RD,All,PPWNDON,1,2049,30.9993
RD,All,PPWNDON,1,2050,32.0177
RD,All,PPPVT,1,2018,0.2922128351999999
RD,All,PPPVT,1,2019,0.5628999999999998
RD,All,PPPVT,1,2020,1.076
RD,All,PPPVT,1,2021,1.7146
RD,All,PPPVT,1,2022,2.5825
RD,All,PPPVT,1,2023,3.909
RD,All,PPPVT,1,2024,9.9829
RD,All,PPPVT,1,2025,12.5789
RD,All,PPPVT,1,2026,13.8152
RD,All,PPPVT,1,2027,14.4333
RD,All,PPPVT,1,2028,15.3877
RD,All,PPPVT,1,2029,16.3422
RD,All,PPPVT,1,2030,17.2967
RD,All,PPPVT,1,2031,18.2511
RD,All,PPPVT,1,2032,19.2056
RD,All,PPPVT,1,2033,20.1601
RD,All,PPPVT,1,2034,21.1145
RD,All,PPPVT,1,2035,22.069
RD,All,PPPVT,1,2036,23.0235
RD,All,PPPVT,1,2037,23.9779
RD,All,PPPVT,1,2038,24.9324
RD,All,PPPVT,1,2039,25.8869
RD,All,PPPVT,1,2040,26.8413
RD,All,PPPVT,1,2041,27.7958
RD,All,PPPVT,1,2042,28.7503
RD,All,PPPVT,1,2043,29.7047
RD,All,PPPVT,1,2044,30.6592
RD,All,PPPVT,1,2045,31.6137
RD,All,PPPVT,1,2046,32.5681
RD,All,PPPVT,1,2047,33.5226
RD,All,PPPVT,1,2048,34.4771
RD,All,PPPVT,1,2049,35.4315
RD,All,PPPVT,1,2050,36.386
RD,All,PPPVD,1,2018,0.5832216
RD,All,PPPVD,1,2019,0.5832216
RD,All,PPPVD,1,2020,0.5832216
RD,All,PPPVD,1,2021,0.5832216
RD,All,PPPVD,1,2022,0.5832216
RD,All,PPPVD,1,2023,0.5832216
RD,All,PPPVD,1,2024,0.5832216
RD,All,PPPVD,1,2025,0.5832216
RD,All,PPPVD,1,2026,0.5832216
RD,All,PPPVD,1,2027,0.5832216
RD,All,PPPVD,1,2028,0.5832216
RD,All,PPPVD,1,2029,0.5832216
RD,All,PPPVD,1,2030,0.5832216
RD,All,PPPVD,1,2031,0.5832216
RD,All,PPPVD,1,2032,0.5832216
RD,All,PPPVD,1,2033,0.5832216
RD,All,PPPVD,1,2034,0.5832216
RD,All,PPPVD,1,2035,0.5832216
RD,All,PPPVD,1,2036,0.5832216
RD,All,PPPVD,1,2037,0.5832216
RD,All,PPPVD,1,2038,0.5832216
RD,All,PPPVD,1,2039,0.5832216
RD,All,PPPVD,1,2040,0.5832216
RD,All,PPPVD,1,2041,0.5832216
RD,All,PPPVD,1,2042,0.5832216
RD,All,PPPVD,1,2043,0.5832216
RD,All,PPPVD,1,2044,0.5832216
RD,All,PPPVD,1,2045,0.5832216
RD,All,PPPVD,1,2046,0.5832216
RD,All,PPPVD,1,2047,0.5832216
RD,All,PPPVD,1,2048,0.5832216
RD,All,PPPVD,1,2049,0.5832216
RD,All,PPPVD,1,2050,0.5832216
RD,All,SOIALL,1,2018,5.089048999999999
RD,All,SOIALL,1,2019,5.089049
RD,All,SOIALL,1,2020,5.089049
RD,All,SOIALL,1,2021,5.089049
RD,All,SOIALL,1,2022,5.105549
RD,All,SOIALL,1,2023,5.105549
RD,All,SOIALL,1,2024,5.105549
RD,All,SOIALL,1,2025,5.105449
RD,All,SOIALL,1,2026,5.105449
RD,All,SOIALL,1,2027,5.105449
RD,All,SOIALL,1,2028,5.105549
RD,All,SOIALL,1,2029,5.105549
RD,All,SOIALL,1,2030,5.105549
RD,All,SOIALL,1,2031,5.105549
RD,All,SOIALL,1,2032,5.105549
RD,All,SOIALL,1,2033,5.105449
RD,All,SOIALL,1,2034,5.105549
RD,All,SOIALL,1,2035,5.105649
RD,All,SOIALL,1,2036,5.105549
RD,All,SOIALL,1,2037,5.105549
RD,All,SOIALL,1,2038,5.105449
RD,All,SOIALL,1,2039,5.105649
RD,All,SOIALL,1,2040,5.105549
RD,All,SOIALL,1,2041,5.105549
RD,All,SOIALL,1,2042,5.105449
RD,All,SOIALL,1,2043,5.105549
RD,All,SOIALL,1,2044,5.105549000000001
RD,All,SOIALL,1,2045,5.105449
RD,All,SOIALL,1,2046,5.105449
RD,All,SOIALL,1,2047,5.105549
RD,All,SOIALL,1,2048,5.105549000000001
RD,All,SOIALL,1,2049,5.105549
RD,All,SOIALL,1,2050,5.105549
RD,All,IMPRIC,1,2018,0.62
RD,All,IMPRIC,1,2019,0.647
RD,All,IMPRIC,1,2020,0.679
RD,All,IMPRIC,1,2021,0.708
RD,All,IMPRIC,1,2022,0.6189999999999999
RD,All,IMPRIC,1,2023,0.6514999999999999
RD,All,IMPRIC,1,2024,0.67201
RD,All,IMPRIC,1,2025,0.6696302
RD,All,IMPRIC,1,2026,0.6673608039999999
RD,All,IMPRIC,1,2027,0.6650020199999999
RD,All,IMPRIC,1,2028,0.66275406
RD,All,IMPRIC,1,2029,0.660417142
RD,All,IMPRIC,1,2030,0.658091485
RD,All,IMPRIC,1,2031,0.655877314
RD,All,IMPRIC,1,2032,0.6535748599999999
RD,All,IMPRIC,1,2033,0.6513843579999999
RD,All,IMPRIC,1,2034,0.6491060449999999
RD,All,IMPRIC,1,2035,0.646840166
RD,All,IMPRIC,1,2036,0.644686969
RD,All,IMPRIC,1,2037,0.642446708
RD,All,IMPRIC,1,2038,0.640219643
RD,All,IMPRIC,1,2039,0.6381060349999998
RD,All,IMPRIC,1,2040,0.635906156
RD,All,IMPRIC,1,2041,0.633820279
RD,All,IMPRIC,1,2042,0.631648685
RD,All,IMPRIC,1,2043,0.629491659
RD,All,IMPRIC,1,2044,0.627449492
RD,All,IMPRIC,1,2045,0.6253224819999998
RD,All,IMPRIC,1,2046,0.6233109309999999
RD,All,IMPRIC,1,2047,0.62121515
RD,All,IMPRIC,1,2048,0.619135453
RD,All,IMPRIC,1,2049,0.617172162
RD,All,IMPRIC,1,2050,0.615125605
RD,All,IMPBAN,1,2018,0.032
RD,All,IMPBAN,1,2019,0.0609999999999999
RD,All,IMPBAN,1,2020,1.006
RD,All,IMPBAN,1,2021,0.817
RD,All,IMPBAN,1,2022,0.83
RD,All,IMPBAN,1,2023,0.874
RD,All,IMPBAN,1,2024,0.901
RD,All,IMPBAN,1,2025,0.8982
RD,All,IMPBAN,1,2026,0.8952999999999999
RD,All,IMPBAN,1,2027,0.8925
RD,All,IMPBAN,1,2028,0.8887
RD,All,IMPBAN,1,2029,0.8859
RD,All,IMPBAN,1,2030,0.883
RD,All,IMPBAN,1,2031,0.8802
RD,All,IMPBAN,1,2032,0.8774
RD,All,IMPBAN,1,2033,0.8746
RD,All,IMPBAN,1,2034,0.8707
RD,All,IMPBAN,1,2035,0.8679
RD,All,IMPBAN,1,2036,0.8651
RD,All,IMPBAN,1,2037,0.8623
RD,All,IMPBAN,1,2038,0.8594
RD,All,IMPBAN,1,2039,0.8566
RD,All,IMPBAN,1,2040,0.8538
RD,All,IMPBAN,1,2041,0.8509000000000001
RD,All,IMPBAN,1,2042,0.8481
RD,All,IMPBAN,1,2043,0.8453
RD,All,IMPBAN,1,2044,0.8425
RD,All,IMPBAN,1,2045,0.8396
RD,All,IMPBAN,1,2046,0.8378000000000001
RD,All,IMPBAN,1,2047,0.8349999999999999
RD,All,IMPBAN,1,2048,0.8322
RD,All,IMPBAN,1,2049,0.8292999999999999
RD,All,IMPBAN,1,2050,0.8265
RD,All,IMPSGC,1,2018,2761.0
RD,All,IMPSGC,1,2019,2783.0
RD,All,IMPSGC,1,2020,2784.0
RD,All,IMPSGC,1,2021,2688.0
RD,All,IMPSGC,1,2022,2688.0
RD,All,IMPSGC,1,2023,2834.0
RD,All,IMPSGC,1,2024,2923.0
RD,All,IMPSGC,1,2025,2906.6158
RD,All,IMPSGC,1,2026,2891.3238
RD,All,IMPSGC,1,2027,2875.6678
RD,All,IMPSGC,1,2028,2859.2836
RD,All,IMPSGC,1,2029,2843.4455
RD,All,IMPSGC,1,2030,2827.7894
RD,All,IMPSGC,1,2031,2813.5898
RD,All,IMPSGC,1,2032,2799.2081
RD,All,IMPSGC,1,2033,2784.6443
RD,All,IMPSGC,1,2034,2769.7164
RD,All,IMPSGC,1,2035,2754.4245
RD,All,IMPSGC,1,2036,2741.6812
RD,All,IMPSGC,1,2037,2728.7559
RD,All,IMPSGC,1,2038,2715.6485
RD,All,IMPSGC,1,2039,2702.3591
RD,All,IMPSGC,1,2040,2688.8876
RD,All,IMPSGC,1,2041,2677.9648
RD,All,IMPSGC,1,2042,2666.8599
RD,All,IMPSGC,1,2043,2655.755
RD,All,IMPSGC,1,2044,2644.4681
RD,All,IMPSGC,1,2045,2632.9992
RD,All,IMPSGC,1,2046,2624.2609
RD,All,IMPSGC,1,2047,2615.3406
RD,All,IMPSGC,1,2048,2606.2383
RD,All,IMPSGC,1,2049,2597.318
RD,All,IMPSGC,1,2050,2588.0336
RD,All,IMPCOC,1,2018,0.1709999999999999
RD,All,IMPCOC,1,2019,0.1639999999999999
RD,All,IMPCOC,1,2020,0.1699999999999999
RD,All,IMPCOC,1,2021,0.193
RD,All,IMPCOC,1,2022,0.209
RD,All,IMPCOC,1,2023,0.2169999999999999
RD,All,IMPCOC,1,2024,0.2239999999999999
RD,All,IMPCOC,1,2025,0.2243
RD,All,IMPCOC,1,2026,0.2257
RD,All,IMPCOC,1,2027,0.2259999999999999
RD,All,IMPCOC,1,2028,0.2273999999999999
RD,All,IMPCOC,1,2029,0.2287
RD,All,IMPCOC,1,2030,0.2289999999999999
RD,All,IMPCOC,1,2031,0.2303999999999999
RD,All,IMPCOC,1,2032,0.2316999999999999
RD,All,IMPCOC,1,2033,0.2331
RD,All,IMPCOC,1,2034,0.2344
RD,All,IMPCOC,1,2035,0.2346999999999999
RD,All,IMPCOC,1,2036,0.2361
RD,All,IMPCOC,1,2037,0.2374
RD,All,IMPCOC,1,2038,0.2388
RD,All,IMPCOC,1,2039,0.2400999999999999
RD,All,IMPCOC,1,2040,0.2414999999999999
RD,All,IMPCOC,1,2041,0.2438
RD,All,IMPCOC,1,2042,0.2450999999999999
RD,All,IMPCOC,1,2043,0.2465
RD,All,IMPCOC,1,2044,0.2478
RD,All,IMPCOC,1,2045,0.2492
RD,All,IMPCOC,1,2046,0.2515
RD,All,IMPCOC,1,2047,0.2528
RD,All,IMPCOC,1,2048,0.2551999999999999
RD,All,IMPCOC,1,2049,0.2565
RD,All,IMPCOC,1,2050,0.2589
RD,All,IMPTRVEG,1,2018,0.454
RD,All,IMPTRVEG,1,2019,0.428
RD,All,IMPTRVEG,1,2020,0.343
RD,All,IMPTRVEG,1,2021,0.3529999999999999
RD,All,IMPTRVEG,1,2022,0.415
RD,All,IMPTRVEG,1,2023,0.4347599999999999
RD,All,IMPTRVEG,1,2024,0.4475551999999999
RD,All,IMPTRVEG,1,2025,0.4477863039999999
RD,All,IMPTRVEG,1,2026,0.4481540299999999
RD,All,IMPTRVEG,1,2027,0.448459111
RD,All,IMPTRVEG,1,2028,0.448802293
RD,All,IMPTRVEG,1,2029,0.4491843389999999
RD,All,IMPTRVEG,1,2030,0.449706026
RD,All,IMPTRVEG,1,2031,0.4501681459999999
RD,All,IMPTRVEG,1,2032,0.4506715089999999
